Structure URN,ID,Name EN,Name UK,Description EN,Description UK,ID_orig,ID_orig_without_sek,Details,Included Items,Excluded Items,parent
SSSU:CL_NACE_R2_UA(1.1.3),F45_12_0,Розвідувальне буріння,,,,F45.12.0,45.12.0,,"<em>Цей підклас включає:</em>  <ul>
розвідувальне буріння та свердління, відбирання зразків порід для будівельних, геофізичних, геологічних та подібних досліджень 
</ul>","<i>Цей підклас не включає:

послуги, пов'язані з добуванням нафти та газу (див. 11.20)  
буріння та будівництво водних колодязів, проходження шахтних стволів (див. 45.25.1)  
розвідку нафтових та газових родовищ, геофізичну, геологічну та сейсмічну розвідку (див. 74.20.2) 

</i>",F45_12
SSSU:CL_NACE_R2_UA(1.1.3),F45_21_1,Будівництво будівель,,,,F45.21.1,45.21.1,,"<em>Цей підклас включає:</em>  <ul>
будівництво всіх типів будівель: житлових, адміністративних, промислових (цехів, заводів), торгових, транспортних підприємств, складів, закладів культури, освіти та будь-яких інших будівель, крім підприємств важкої (енергетика, гірничодобувна) промисловості  
будівництво індивідуальних будинків “під ключ”  
роботи з реконструкції, реставрації та ремонту будівель 
</ul>","<i>Цей підклас не включає:

будівництво підприємств енергетики, добувної та обробної промисловості (див. 45.21.5)  
монтаж і встановлення збірних будівель (див. 45.21.7) 

</i>",F45_21
SSSU:CL_NACE_R2_UA(1.1.3),F45_21_2,"Будівництво мостів, шляхових естакад, тунелів та метрополітену",,,,F45.21.2,45.21.2,,"<em>Цей підклас включає:</em>  <ul>
будівництво мостів, включаючи шляхопроводи для автомобільних доріг, віадуків, метро, тунелів, підземних переходів   
роботи з реконструкції, реставрації та ремонту 
</ul>","<i>Цей підклас не включає:

будівництво автострад (див. 45.23) 

</i>",F45_21
SSSU:CL_NACE_R2_UA(1.1.3),F45_21_3,"Будівництво магістральних трубопроводів, ліній зв'язку та енергопостачання",,,,F45.21.3,45.21.3,,"<em>Цей підклас включає:</em>  <ul>
будівництво магістральних трубопроводів, у тому числі газо-, нафто- та водопроводів  
будівництво магістральних наземних і підземних ліній електропередач, у тому числі для залізниць  
будівництво магістральних наземних та підземних комунікаційних ліній  
роботи з реконструкції, реставрації та ремонту 
</ul>","<i>Цей підклас не включає:

послуги, пов'язані з добуванням нафти та газу (див. 11.20) 

</i>",F45_21
SSSU:CL_NACE_R2_UA(1.1.3),F45_21_4,"Будівництво місцевих  трубопроводів, ліній зв'язку та енергопостачання",,,,F45.21.4,45.21.4,,"<em>Цей підклас включає:</em>  <ul>
будівництво місцевих та міських трубопроводів, мереж зв'язку та електропередач, допоміжних інженерних споруд: водопровідних, теплових, каналізаційних і газопровідних мереж, включаючи вуличну розподільну мережу ліній електропередач, наземних і підземних місцевих телефонних та інших комунікаційних ліній  
роботи з монтажу технологічних трубопроводів  
роботи з реконструкції, реставрації та ремонту 
</ul>",,F45_21
SSSU:CL_NACE_R2_UA(1.1.3),F45_21_5,"Будівництво підприємств енергетики, добувної та обробної промисловості",,,,F45.21.5,45.21.5,,"<em>Цей підклас включає:</em>  <ul>
будівництво будівель та споруд підприємств енергетики, гірничодобувної та металургійної промисловості (доменних, коксових печей тощо)  
будівництво шахт  
роботи з демонтажу шахт  
роботи з реконструкції, реставрації та ремонту 
</ul>","<i>Цей підклас не включає:

монтаж металевих конструкцій для підприємств енергетики та споруд важкої промисловості (див. 45.25.4) 

</i>",F45_21
SSSU:CL_NACE_R2_UA(1.1.3),F45_21_6,Будівництво інших споруд,,,,F45.21.6,45.21.6,,"<em>Цей підклас включає:</em>  <ul>
будівництво споруд для стадіонів та спортивних майданчиків, плавальних басейнів, інших спортивних та рекреаційних споруд  
роботи з реконструкції, реставрації та ремонту 
</ul>","<i>Цей підклас не включає:

обладнання спортивних та ігрових споруд і майданчиків (див. 45.23)  
установлення приватних плавальних басейнів (див. 45.45) 

</i>",F45_21
SSSU:CL_NACE_R2_UA(1.1.3),F45_21_7,Монтаж та  встановлення збірних конструкцій,,,,F45.21.7,45.21.7,,"<em>Цей підклас включає:</em>  <ul>
монтаж з готових елементів збірних будівельних конструкцій на будівельних майданчиках 
</ul>","<i>Цей підклас не включає:

монтаж та встановлення дерев'яних конструкцій (див. 45.22)  
монтаж будівель з металевих конструкцій (див. 45.25.4) 

</i>",F45_21
SSSU:CL_NACE_R2_UA(1.1.3),F45_22_0,Виготовлення каркасних конструкцій і покрівель,,,,F45.22.0,45.22.0,,"<em>Цей підклас включає:</em>  <ul>
монтаж та встановлення дерев'яних конструкцій  
улаштування кроквяних конструкцій покрівель з різних матеріалів (черепичних, металевих тощо), фарбування покрівель  
роботи з гідроізоляції   
роботи з реконструкції, реставрації та ремонту 
</ul>","<i>Цей підклас не включає:

просочування або дезинсекцію дерев'яних конструкцій (див. 20.10)  
монтаж ангарів та зерносховищ (див. 45.21.1)  
гідроізоляцію мостів, шляхових естакад, тунелів та метрополітену (див. 45.21.2)  
монтаж металевих конструкцій (див. 45.25.4) 

</i>",F45_22
SSSU:CL_NACE_R2_UA(1.1.3),F45_23_0,"Будівництво доріг, аеродромів та улаштування поверхні спортивних споруд",,,,F45.23.0,45.23.0,,"<em>Цей підклас включає:</em>  <ul>
будівництво автострад, вулиць, шосе, інших доріг для автомобільного транспорту та пішоходів  
будівництво залізниць  
будівництво злітно-посадкових смуг  
розмітку фарбою поверхні доріг, автомобільних стоянок  
улаштування поверхні стадіонів, тенісних кортів, майданчиків для гольфу та інших спортивних споруд, крім будівництва будинків  
обладнання спортивних та ігрових споруд і майданчиків   
установлення захисних стінок, шляхових знаків тощо  
ремонт та реконструкцію автомобільних та залізничних доріг, аеродромів та спортивних майданчиків 
</ul>","<i>Цей підклас не включає:

попередні земляні роботи (див. 45.11)  
будівництво шляхових естакад (див. 45.21.2)  
експлуатацію, в тому числі поточний ремонт та утримання, автодоріг, мостів, тунелів тощо (див. 63.21.2) 

</i>",F45_23
SSSU:CL_NACE_R2_UA(1.1.3),F45_24_0,Будівництво водних споруд,,,,F45.24.0,45.24.0,,"<em>Цей підклас включає:</em>  <ul>
будівництво: водних шляхів, морських та річкових портових споруд, причалів для спортивно-прогулянкових суден, шлюзів, гребель та дамб тощо  
поглиблення дна  
підводні роботи  
роботи з реконструкції, реставрації, оновлення та ремонту 
</ul>",,F45_24
SSSU:CL_NACE_R2_UA(1.1.3),F45_25_1,Інші спеціалізовані будівельні роботи,,,,F45.25.1,45.25.1,,"<em>Цей підклас включає:</em>  <ul>
спорудження фундаменту, включаючи забивання паль  
буріння та будівництво водяних колодязів, проходження шахтних стволів (шурфів)  
мурування та кладку з цегли та іншого каменю, включаючи бруківку  
установлення та демонтаж риштовань та помостів, включаючи орендовані   
залізобетонні роботи та інші бетонні роботи  
будівництво димових труб, вогнетривке облицювання печей тощо   
монтаж та демонтаж рейок під баштові крани  
роботи з реконструкції, реставрації, оновлення та ремонту 
</ul>","<i>Цей підклас не включає:

розвідувальне буріння (див. 45.12)  
оренду будівельних риштовань та помостів без установлення та демонтажу (див. 71.32) 

</i>",F45_25
SSSU:CL_NACE_R2_UA(1.1.3),F45_25_4,Монтаж металевих конструкцій,,,,F45.25.4,45.25.4,,"<em>Цей підклас включає:</em>  <ul>
монтаж металевих конструкцій невласного виробництва  
згинання елементів арматурних каркасів  
монтаж будівель з металевих конструкцій 
</ul>",,F45_25
SSSU:CL_NACE_R2_UA(1.1.3),F45_31_0,Електромонтажні роботи,,,,F45.31.0,45.31.0,,"<em>Цей підклас включає:</em>  <ul>
монтаж в будинках та інших будівельних об'єктах електропроводки, електроарматури та електроприладів  
монтажні роботи, пов'язані з установленням систем телекомунікації  
установлення електроопалювального устатковання  
роботи з установлення: систем протипожежної сигналізації, систем протизламної (охоронної) сигналізації, радіо- та телевізійних антен, громовідводів  
установлення в будинках та інших будівельних об'єктах ліфтів та ескалаторів тощо 
</ul>  <em>Цей підклас включає також:</em>  <ul>
установлення та ремонт антен на будинках 
</ul>","<i>Цей підклас не включає:

монтаж систем зв'язку (див. 32.20) 

</i>",F45_31
SSSU:CL_NACE_R2_UA(1.1.3),F45_32_0,Ізоляційні роботи,,,,F45.32.0,45.32.0,,"<em>Цей підклас включає:</em>  <ul>
улаштування в будинках та інших будівельних об'єктах теплової, звукової та вібраційної ізоляції 
</ul>","<i>Цей підклас не включає:

забезпечення гідроізоляції (див. 45.22) 

</i>",F45_32
