Structure URN,ID,Name EN,Name UK,Description EN,Description UK,ID_ORIG,Details,Included Items,Excluded Items,parent
SSSU:CL_NACE_R2_UA(3.2.1),71_11,Architectural activities,Діяльність у сфері архітектури,,,71.11,,"<em>Цей клас включає:</em>  <ul>
 консультування у сфері архітектури з питань: 
  
 проектування будівель, у т.ч. складання робочих креслень 
 планування міст, у т.ч. ландшафтної архітектури


</ul>","<i>Цей клас не включає:

 консультування у сфері інформатизації, див. 62.02, 62.09 
 оформлення інтер'єрів, див. 74.10 

</i>",71_1
SSSU:CL_NACE_R2_UA(3.2.1),71_12,Engineering activities and related technical consultancy,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",,,71.12,,"<em>Цей клас включає:</em>  <ul>
 інженерний дизайн (тобто застосування законів і принципів інженерії в конструюванні машин, доборі матеріалів, інструментів, структур, процесів і систем) та консультування у сферах: 
  
 проектування машинобудування, промислового будівництва 
 проектів будівництва інженерних споруд, гідротехнічних споруд і транспортного будівництва 
 проектів управління водними ресурсами 
 проектів у сфері електроніки та електротехніки, добувної інженерії, хімічної технології, машинобудування, організації виробництва, системотехніки, техніки безпеки 


 розроблення проектів систем кондиціонування, охолодження, інженерні розробки щодо контролю санітарного стану та забруднення навколишнього середовища, боротьби із шумом тощо  
 геофізичні, геологічні та сейсмічні дослідження  
 діяльність у сфері геодезії: 
  
 вимірювання земельних ділянок та їх меж 
 гідрологічні розвідувальні роботи 
 роботи з вивчення підземних шарів 
 картографічна діяльність і діяльність із надання даних щодо просторових параметрів


</ul>","<i>Цей клас не включає:

 спробне буріння у зв'язку із подальшим добуванням корисних копалин, див. 09.10, 09.90 
 розроблення стандартного програмного забезпечення, див. 58.29, 62.01 
 консультування у сфері інформатизації, див. 62.02, 62.09 
 технічні випробування, див. 71.20 
 інженерні дослідження і розробки, див. 72.19 
 промисловий дизайн, див. 74.10 
 аерофотозйомку, див. 74.20 

</i>",71_1
SSSU:CL_NACE_R2_UA(3.2.1),71_20,Technical testing and analysis,Технічні випробування та дослідження,,,71.20,,"<em>Цей клас включає:</em>  <ul>
 проведення фізичних, хімічних, інших випробувань щодо всіх видів матеріалів, які підлягають аналізу, та продуктів, у т.ч.: 
  
 акустичні та вібраційні випробування 
 дослідження складу мінералів та вмісту в них домішок тощо 
 дослідження у сфері гігієни харчування, у т.ч. ветеринарний контроль і контроль за виробництвом харчових продуктів 
 дослідження фізичних та експлуатаційних характеристик матеріалів, таких як сила, товщина, зносостійкість, радіоактивність тощо 
 випробування властивостей і надійності матеріалів 
 випробування експлуатаційних характеристик механізмів: двигунів, автомобілів, електронного устатковання тощо 
 радіографічне тестування зварених швів і стиків 
 аналіз руйнувань 
 дослідження та виміри параметрів навколишнього середовища: забруднення повітря та водних ресурсів тощо 


 сертифікацію продуктів, у т.ч. товарів народного споживання, двигунів, повітряних транспортних засобів, контейнерів під тиском, атомних електростанцій тощо  
 періодичні випробування автотранспортних засобів на предмет дорожньої безпеки  
 випробування із застосуванням моделей і макетів (наприклад, повітряних транспортних засобів, водної техніки, гребель тощо)  
 діяльність міліцейських лабораторій 
</ul>","<i>Цей клас не включає:

 тестування матеріалів, які взяті у тварин, див. 75.00 
 зорову діагностику, дослідження й аналіз медичних і стоматологічних матеріалів, див. 86 

</i>",71_2
SSSU:CL_NACE_R2_UA(3.2.1),72_11,Research and experimental development on biotechnology,Дослідження й експериментальні розробки у сфері біотехнологій,,,72.11,,"<em>Цей клас включає</em> дослідження й експериментальні розробки у сфері біотехнологій: <ul>
 ДНК/РНК: гени, медична генна інженерія, проби генів, генна інженерія, програмування, синтез, гіперболізація ДНК та РНК, складання профілю виявлення генів, використання технології противідчуття  
 білки та інші молекули: програмування, синтез, інженерія протеїнів і пептидів (у т.ч. гормони великих молекул); удосконалені методи харчування для великих молекулярних медикаментів; протеоміка, ізоляція й очищення протеїнів, передача сигналів, ідентифікація клітинних органів почуттів  
 вирощування та інженерія клітин і тканин: вирощування клітин і тканин, інженерія тканин (у т.ч. допоміжні засоби для вирощування й оброблення тканин та біомедичну інженерію), клітинні зрощування, вакцинні та імунні стимулятори, маніпуляції з ембріоном  
 техніка процесної біотехнології: використання біореакторів у процесі бродіння, біооброблення, біовилуговування, перетворення матеріалів на волокнисту масу, відбілювання за допомогою дереворуйнівних грибів, біовидалення сірки, біовиправлення, біофільтрування та фітовиправлення  
 управління генами та РНК: генна терапія, управління вірусами  
 біоінформатика: створення баз даних про гени, послідовностях протеїнів, які моделюють комплекси біологічних процесів, у т.ч. системну біологію  
 нанобіотехнологія: застосовує інструменти та процеси нано- та мікрофабрикації для створення пристосувань із вивчення біосистем і додатків у застосуванні медичних препаратів, діагностиці тощо 
</ul>",,72_1
SSSU:CL_NACE_R2_UA(3.2.1),72_19,Other research and experimental development on natural sciences and engineering,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,,,72.19,,"<em>Цей клас включає:</em>  <ul>
 дослідження й експериментальні розробки у сфері природничих і технічних наук, крім біотехнологій: 
  
 у сфері природничих наук 
 у сфері інженерії та технологій 
 у сфері медичних наук 
 у сфері сільського господарства 
 багатогалузеві дослідження й розробки переважно у сфері прикладних технічних наук


</ul>",,72_1
SSSU:CL_NACE_R2_UA(3.2.1),72_20,Research and experimental development on social sciences and humanities,Дослідження й експериментальні розробки у сфері суспільних і гуманітарних наук,,,72.20,,"<em>Цей клас включає:</em>  <ul>
 дослідження й експериментальні розробки у сфері суспільних наук  
 дослідження й експериментальні розробки у сфері гуманітарних наук  
 багатогалузеві дослідження й розробки переважно у сфері суспільних і гуманітарних наук 
</ul>","<i>Цей клас не включає:

 дослідження ринку, див. 73.20 

</i>",72_2
SSSU:CL_NACE_R2_UA(3.2.1),73_11,Advertising agencies,Рекламні агентства,,,73.11,,"Цей клас включає забезпечення повного набору рекламних послуг (за допомогою власних можливостей або на договірній основі), у т.ч. консультування, послуги з художнього оформлення реклами, виготовлення рекламних матеріалів, їх купівлю. <br></br>  <em>Цей клас включає:</em>  <ul>
 створення та проведення рекламних кампаній: 
  
 створення та розміщення реклами в газетах, у періодичних виданнях, на радіо й телебаченні, у мережі Інтернет та інших засобах масової інформації 
 створення та розміщення засобів реклами на відкритому повітрі, наприклад, білбордів, панелей, рекламних рамок, віконного оформлення, виставкових залів, розміщення реклами на транспортних засобах тощо 
 аерореклама 
 розповсюдження або доставку рекламних матеріалів або зразків 
 створення стендів та інших демонстраційних поверхонь і сайтів 


 проведення маркетингових кампаній та інших рекламних послуг задля залучення й утримання клієнтів: 
  
 просування товарів 
 реклама в місці продажу 
 реклама товарів шляхом розсилання поштою рекламних матеріалів на адреси передбачуваних покупців, визначених на основі списків, складених чи придбаних рекламодавцем 
 маркетингові консультації


</ul>","<i>Цей клас не включає:

 публікацію рекламної продукції, див. 58.19 
 виробництво реклами для радіо, телебачення та кіно, див. 59.11 
 виробництво рекламних повідомлень для радіо, див. 59.20 
 дослідження ринку, див. 73.20 
 рекламну фотозйомку, див. 74.20 
 організацію зустрічей і показів, див. 82.30 
 поштову діяльність, див. 82.19 

</i>",73_1
SSSU:CL_NACE_R2_UA(3.2.1),73_12,Media representation,Посередництво в розміщенні реклами в засобах масової інформації,,,73.12,,"<em>Цей клас включає:</em>  <ul>
 розміщення реклами в засобах масової інформації, тобто продаж або перепродаж часу та місця для різних видів реклами в засобах масової інформації 
</ul>","<i>Цей клас не включає:

 продаж рекламного часу або місця безпосередньо власниками часу або місця (наприклад, видавцями), див. відповідний вид діяльності  
 діяльність у сфері зв'язків із громадськістю, див. 70.21 

</i>",73_1
SSSU:CL_NACE_R2_UA(3.2.1),73_20,Market research and public opinion polling,Дослідження кон'юнктури ринку та виявлення громадської думки,,,73.20,,"<em>Цей клас включає:</em>  <ul>
 вивчення потенціалу ринку, інформованості, прийнятності продуктів, популярності визначеного товару та послуг і купівельних звичок споживачів задля сприяння збуту та розроблення нових видів товарів і послуг, у т.ч. статистичний аналіз результатів  
 вивчення суспільної думки щодо політичних, економічних і соціальних подій, статистичний аналіз результатів 
</ul>",,73_2
SSSU:CL_NACE_R2_UA(3.2.1),74_10,Specialised design activities,Спеціалізована діяльність із дизайну,,,74.10,,"<em>Цей клас включає:</em>  <ul>
 моделювання текстильних виробів, одягу, взуття, ювелірних виробів, меблів та іншого оздоблення для інтер'єрів, моделювання інших модних товарів, а також інших предметів особистого користування і побутових товарів  
 промисловий дизайн – створення та розроблення дизайну та технічних характеристик, які оптимізують використання, вартість і зовнішній вигляд продуктів, у т.ч. визначення матеріалів, механізмів, форми, кольору та поверхні, які притаманні продукту, з урахуванням людських характеристик і потреб, безпеки, ринкового обігу в процесі розподілу, використання та обслуговування  
 діяльність графічних дизайнерів  
 діяльність дизайнерів інтер'єру 
</ul>","<i>Цей клас не включає:

 проектування і програмування Інтернет-сторінок, див. 62.01 
 архітектурний дизайн, див. 71.11 
 інженерний дизайн (тобто застосування законів і принципів інженерії в конструюванні машин, матеріалів, інструментів, структур, процесів і систем), див. 71.12 

</i>",74_1
SSSU:CL_NACE_R2_UA(3.2.1),74_20,Photographic activities,Діяльність у сфері фотографії,,,74.20,,"<em>Цей клас включає:</em>  <ul>
 виробництво рекламних і споживчих фоторобіт: 
  
 портретну фотографію для паспортів, шкіл, весіль тощо 
 виготовлення фотографій для реклами, видавничої продукції, журналів мод, агентств нерухомості, туризму 
 аерофотозйомку 
 відеозйомку подій: весіль, зустрічей тощо 


 оброблення плівки: 
  
 проявлення, друкування та збільшення з негативів замовника 
 лабораторії з проявлення фотоплівки та друкування фотографій 
 моментальні фотомагазини (не є частиною магазинів із продажу фототехніки) 
 виготовлення слайдів 
 копіювання та відновлення або ретушування фотографій 


 роботу фотожурналістів 
</ul>  <em>Цей клас також включає:</em>  <ul>
 мікрозйомку документів 
</ul>","<i>Цей клас не включає:

 оброблення кіноплівки для кіно- або телеіндустрії, див. 59.12 
 картографічну діяльність і діяльність із надання даних щодо просторових параметрів, див. 71.12 
 експлуатацію фотоавтоматів самообслуговування та фотомашин, див. 96.09 

</i>",74_2
SSSU:CL_NACE_R2_UA(3.2.1),74_30,Translation and interpretation activities,Надання послуг перекладу,,,74.30,,,,74_3
SSSU:CL_NACE_R2_UA(3.2.1),74_90,"Other professional, scientific and technical activities n.e.c.","Інша професійна, наукова та технічна діяльність, н.в.і.у.",,,74.90,,"Цей клас включає діяльність із надання широкого переліку послуг, що їх зазвичай надають комерційним клієнтам. До них відносять ті види діяльності, які потребують високого професійного, наукового й технічного рівня, але не включають поточні, рутинні функції і які зазвичай не потребують багато часу. <br></br>  <em>Цей клас включає:</em>  <ul>
 діяльність брокерів (посередників) з організації купівлі та продажу для підприємств малого та середнього бізнесу, з урахуванням професійно прийнятої практики, але крім діяльності брокерів у сфері операцій з нерухомим майном  
 діяльність патентних брокерів з організування угод щодо купівлі та продажу патентів  
 діяльність з оцінювання, крім оцінювання нерухомого майна й об'єктів страхування (антикваріат, коштовності тощо)  
 інформування щодо аудіювання векселів і вантажних тарифів  
 прогнозування погоди  
 консультування з питань безпеки  
 консультування з питань агрономії, консультаційна діяльність фахівців з економіки сільського господарства  
 консультування у сфері навколишнього середовища  
 консультування з інших технічних питань  
 діяльність консультантів, окрім діяльності консультантів у сферах архітектури, інжинірингу та керування  
 діяльність інженерів-кошторисників 
</ul>  <em>Цей клас також включає:</em>  <ul>
 діяльність агентів і агентств від імені фізичних осіб, що зазвичай беруть пайову участь у створенні продукту кіноіндустрії, театральних постановках або в іншому розважальному бізнесі та спортивних заходах або виданні книг, ігор, творів мистецтва та фотографії разом з видавцями, продюсерами тощо  
 діяльність технологічних брокерів з надання посередницьких послуг у сфері трансферу технологій 
</ul>","<i>Цей клас не включає:

 оптову торгівлю вживаними автомобілями на аукціонах, див. 45.1 
 діяльність роздрібних он-лайн-аукціонів, див. 47.91 
 діяльність роздрібних аукціонних будинків, див. 47.79 
 діяльність агентів з торгівлі нерухомістю, див. 68.31 
 надання бухгалтерських послуг, див. 69.20 
 діяльність консультантів у сфері керування, див. 70.22 
 діяльність консультантів у сферах архітектури та інжинірингу, див. 71.1 
 промисловий дизайн і проектування, див. 74.10 
 ветеринарний контроль і контроль за виробництвом продуктів харчування, див. 71.20)  
 показ реклами та інших видів рекламної продукції, див. 73.11 
 створення стендів та інших виставкових засобів, див. 73.11 
 організацію конгресів і торговельних ярмарків, див. 82.30 
 діяльність незалежних аукціоністів, див. 82.99 
 управління програмами лояльності, див. 82.99 
 консультування з питань споживчих кредитів і боргів, див. 88.99 

</i>",74_9
SSSU:CL_NACE_R2_UA(3.2.1),75_00,Veterinary activities,Ветеринарна діяльність,,,75.00,,"<em>Цей клас включає:</em>  <ul>
 турботу про здоров'я тварин і контрольні заходи щодо тварин, які утримують на фермах  
 турботу про здоров'я тварин і контрольні заходи щодо тварин-домашніх улюбленців.  
</ul> Цю діяльність здійснюють кваліфіковані ветеринари у ветеринарних лікарнях, на фермах, псарнях або розплідниках, у власних консультаційних приміщеннях, в операційних або ж в інших місцях. <br></br>  <br></br>  <em>Цей клас також включає:</em>  <ul>
 роботу асистентів ветеринара або іншого допоміжного ветеринарного персоналу  
 клініко-патологічні та інші діагностичні заходи щодо тварин  
 амбулаторне лікування тварин  
 вакцинацію тварин 
</ul>","<i>Цей клас не включає:

 утримання тварин на фермах без лікування, див. 01.62 
 стриження овець, див. 01.62 
 обстеження поголів'я стада, групування тварин, випас худоби, вихолощування птиці, див. 01.62 
 штучне запліднення, див. 01.62 
 утримання тварин-домашніх улюбленців без лікування, див. 96.09 

</i>",75_0
SSSU:CL_NACE_R2_UA(3.2.1),77_11,Renting and leasing of cars and light motor vehicles,Надання в оренду автомобілів і легкових автотранспортних засобів,,,77.11,,"<em>Цей клас включає:</em>  <ul>
 надання в оренду й операційний лізинг автотранспортних засобів: 
  
 пасажирських автомобілів та інших легкових автомобілів (вагою до 3,5 тонн) без водія


</ul>","<i>Цей клас не включає:

 надання в оренду автомобілів або інших легкових автотранспортних засобів з водієм, див. 49.32, 49.39 

</i>",77_1
SSSU:CL_NACE_R2_UA(3.2.1),77_12,Renting and leasing of trucks,Надання в оренду вантажних автомобілів,,,77.12,,"<em>Цей клас включає:</em>  <ul>
 надання в оренду та операційний лізинг: 
  
 вантажівок, вантажних причепів до легкових автомобілів і важких транспортних засобів (вагою понад 3,5 тонн) 
 автомобілів для відпочинку


</ul>","<i>Цей клас не включає:

 надання в оренду або операційний лізинг важких транспортних засобів або вантажівок з водієм, див. 49.41 

</i>",77_1
SSSU:CL_NACE_R2_UA(3.2.1),77_21,Renting and leasing of recreational and sports goods,Прокат товарів для спорту та відпочинку,,,77.21,,"<em>Цей клас включає</em> прокат товарів для спорту та відпочинку: <ul>
 яхт, каное та вітрильних човнів  
 велосипедів  
 пляжних стільців і парасольок  
 іншого спортивного устатковання  
 лиж 
</ul>","<i>Цей клас не включає:

 надання в оренду прогулянкових човнів та яхт без екіпажу, див. 50.10, 50.30 
 надання в прокат відеозаписів і дисків, див. 77.22 
 надання в прокат інших предметів особистого вжитку та побутових виробів, див. 77.29 
 надання в прокат устатковання для дозвілля та відпочинку, що є невід'ємною складовою розважальних комплексів, див. 93.29 

</i>",77_2
SSSU:CL_NACE_R2_UA(3.2.1),77_22,Renting of video tapes and disks,Прокат відеозаписів і дисків,,,77.22,,"<em>Цей клас включає:</em>  <ul>
 надання у прокат відеозаписів, CD- і DVD-дисків тощо 
</ul>",,77_2
SSSU:CL_NACE_R2_UA(3.2.1),77_29,Renting and leasing of other personal and household goods,Прокат інших побутових виробів і предметів особистого вжитку,,,77.29,,"<em>Цей клас включає:</em>  <ul>
 надання в прокат будь-яких виробів для домашніх господарств і підприємств (крім товарів для спорту та відпочинку): 
  
 текстилю, одягу та взуття 
 меблів, кераміки та скла, кухонного та столового посуду, електричних приладів і домашнього начиння 
 ювелірних виробів, музичних інструментів, предметів декору та костюмів 
 книг, журналів 
 машин і устатковання, що їх використовують у некомерційних цілях, наприклад, для ремонту будинку 
 квітів і рослин 
 електронного устатковання для домашнього користування


</ul>","<i>Цей клас не включає:

 надання в оренду легкових, вантажних автомобілів, причепів і транспорту для відпочинку без водія, див. 77.1 
 надання в оренду товарів для спорту та відпочинку, див. 77.21 
 надання в прокат відеозаписів і дисків, див. 77.22 
 надання в оренду офісних меблів, див. 77.33 
 надання в прокат мотоциклів і фургонів без водія, див. 77.39 
 надання білизни, робочого одягу тощо пральнями, див. 96.01 

</i>",77_2
SSSU:CL_NACE_R2_UA(3.2.1),77_31,Renting and leasing of agricultural machinery and equipment,Надання в оренду сільськогосподарських машин і устатковання,,,77.31,,"<em>Цей клас включає:</em>  <ul>
 надання в оренду й операційний лізинг сільськогосподарських і лісогосподарських машин і устатковання без оператора: 
  
 машин і устатковання, виробництво яких класифіковане в класі 28.30, зокрема тракторів для сільського та лісового господарства тощо


</ul>","<i>Цей клас не включає:

 надання в оренду та лізинг сільськогосподарських і лісогосподарських машин і устатковання з оператором, див. 01.61, 02.40 

</i>",77_3
SSSU:CL_NACE_R2_UA(3.2.1),77_32,Renting and leasing of construction and civil engineering machinery and equipment,Надання в оренду будівельних машин і устатковання,,,77.32,,"<em>Цей клас включає:</em>  <ul>
 надання в оренду й операційний лізинг будівельних машин і устатковання без оператора: 
  
 автокранів 
 риштовань і виробничих платформ, без їх установлення та демонтажу


</ul>","<i>Цей клас не включає:

 надання в оренду будівельних машин і устатковання з оператором, див. розділ 43 

</i>",77_3
SSSU:CL_NACE_R2_UA(3.2.1),77_33,Renting and leasing of office machinery and equipment (including computers),"Надання в оренду офісних машин і устатковання, у тому числі комп'ютерів",,,77.33,,"<em>Цей клас включає:</em>  <ul>
 надання оренду й операційний лізинг офісних машин і устатковання без обслуговуючого персоналу: 
  
 комп'ютерів і периферійного устатковання 
 копіювальних апаратів, друкарських машинок і машин для електронного оброблення текстів 
 бухгалтерських машин і устатковання: касових апаратів, електронних калькуляторів тощо 
 офісних меблів


</ul>",,77_3
SSSU:CL_NACE_R2_UA(3.2.1),77_34,Renting and leasing of water transport equipment,Надання в оренду водних транспортних засобів,,,77.34,,"<em>Цей клас включає:</em>  <ul>
 надання в оренду й операційний лізинг водних транспортних засобів без оператора: 
  
 торговельних суден і кораблів


</ul>","<i>Цей клас не включає:

 надання в оренду водних транспортних засобів з оператором, див. розділ 50 
 надання в оренду прогулянкових човнів, див. 77.21 

</i>",77_3
SSSU:CL_NACE_R2_UA(3.2.1),77_35,Renting and leasing of air transport equipment,Надання в оренду повітряних транспортних засобів,,,77.35,,"<em>Цей клас включає:</em>  <ul>
 надання в оренду й операційний лізинг повітряних транспортних засобів без оператора: 
  
 літаків 
 повітряних куль


</ul>","<i>Цей клас не включає:

 надання в оренду повітряних транспортних засобів з оператором, див. розділ 51 

</i>",77_3
SSSU:CL_NACE_R2_UA(3.2.1),77_39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.","Надання в оренду інших машин, устатковання та товарів, н.в.і.у.",,,77.39,,"<em>Цей клас включає:</em>  <ul>
 надання в оренду й операційний лізинг інших машин і устатковання без оператора, що їх використовують у виробничій діяльності зазвичай як основні засоби: 
  
 двигунів і турбін 
 верстатів 
 добувного та нафтового устатковання 
 професійного радіоустатковання, телевізійного та телекомунікаційного устатковання 
 устатковання для виробництва кінофільмів 
 контрольного та вимірювального устатковання 
 проектування машинобудування, промислового будівництва 


 надання в оренду й операційний лізинг наземного транспорту (крім моторних транспортних засобів) без водіїв: 
  
 мотоциклів, фургонів, будинків-автопричепів тощо 
 залізничного транспорту


</ul>  <em>Цей клас також включає</em> надання в оренду: <ul>
 приміщень або офісних контейнерів  
 тварин (наприклад, стада або бігових тварин, тварин для супроводу)  
 контейнерів  
 піддонів 
</ul>","<i>Цей клас не включає:

 надання в оренду велосипедів, див. 77.21 
 надання в оренду сільськогосподарських і лісогосподарських машин і устатковання, див 77.31 
 надання в оренду будівельних машин і устатковання, див 77.32 
 надання в оренду офісної техніки та устатковання, у т.ч. комп'ютерів, див. 77.33 

</i>",77_3
SSSU:CL_NACE_R2_UA(3.2.1),77_40,"Leasing of intellectual property and similar products, except copyrighted works","Лізинг інтелектуальної власності та подібних продуктів, крім творів, захищених авторськими правами",,,77.40,,"Цей клас включає діяльність із надання прав на використання продуктів інтелектуальної власності й подібних продуктів, за якими сплачують роялті або ліцензійне мито його власнику (тобто власнику майна). Лізинг таких продуктів може приймати різні форми, такі як дозвіл на відтворення, використання в наступних процесах і продуктах, управління бізнесом під торговельною маркою на умовах франчайзингу тощо. Власники продуктів інтелектуальної власності можуть виступати їх розробниками або ні. <br></br>  <em>Цей клас включає:</em>  <ul>
 лізинг інтелектуальної власності (крім творів, захищених авторськими правами, таких як книги або програмне забезпечення)  
 одержування роялті або ліцензійного мита за використання: 
  
 патентованої продукції 
 торговельних і сервісних марок 
 назв брендів 
 розвідування й оцінювання корисних копалин 
 фрачайзингових угод


</ul>","<i>Цей клас не включає:

 придбання прав на видавництво, див. розділи 58 і 59 
 виробництво, відтворення та поширення творів, захищених авторськими правами (книг, програмного забезпечення, кінофільмів), див. розділи 58, 59 
 надання в оренду нерухомого майна, див. 68.20 
 лізинг матеріальних засобів (активів), див. групи 77.1, 77.2, 77.3 

</i>",77_4
SSSU:CL_NACE_R2_UA(3.2.1),78_10,Activities of employment placement agencies,Діяльність агентств працевлаштування,,,78.10,,"Цей клас включає складання переліків вакантних посад, надання довідкової інформації або працевлаштування кандидатів у випадках, коли особи, яким надається інформація або які працевлаштовані, не є працівниками агентств працевлаштування. <br></br>  <em>Цей клас включає:</em>  <ul>
 пошук персоналу, вибір напряму роботи або працевлаштування, у т.ч. призначення на посади та пошук персоналу  
 діяльність агентств і бюро з підбору акторів, наприклад театральних  
 діяльність Інтернет-агентств із підбору персоналу 
</ul>","<i>Цей клас не включає:

 діяльність персональних театральних або художніх агентів або агентств, див. 74.90 

</i>",78_1
SSSU:CL_NACE_R2_UA(3.2.1),78_20,Temporary employment agency activities,Діяльність агентств тимчасового працевлаштування,,,78.20,,"<em>Цей клас включає</em> діяльність працівників допоміжної категорії на благо компаній протягом обмеженого проміжку часу з метою тимчасового заміщення та підтримки робочої сили клієнта у випадку, коли надані працівники є працівниками допоміжних підрозділів. Проте підрозділи, згадані в цьому класі, не здійснюють безпосереднього спостереження за наданими ними працівниками на місці виконання робіт клієнта. <br></br>  <br></br>",,78_2
SSSU:CL_NACE_R2_UA(3.2.1),78_30,Other human resources provision,Інша діяльність із забезпечення трудовими ресурсами,,,78.30,,"<em>Цей клас включає</em> діяльність із надання трудових ресурсів для підприємств (клієнтів). Підрозділи, згадані в цьому класі, надають роботодавцеві інформацію, яка стосується платіжних відомостей, виплати податкових нарахувань та інших фінансових питань, а також питань щодо трудових ресурсів, але вони несуть відповідальність за управління працівниками та контроль за ними. <br></br> Надання трудових ресурсів зазвичай виконується на довготривалій або постійній основі, а підрозділи, віднесені до цього класу, надають широкий спектр послуг щодо керування трудовими ресурсами і персоналом. <br></br>  <br></br>","<i>Цей клас не включає:

 забезпечення функціонування трудових ресурсів разом зі спостереженням або веденням бізнесу, див. довідкову інформацію в класі, що відповідає виду економічної діяльності підприємства  
 надання трудових ресурсів задля тимчасової заміни або підтримки робочої сили клієнта, див. 78.20 

</i>",78_3
SSSU:CL_NACE_R2_UA(3.2.1),79_11,Travel agency activities,Діяльність туристичних агентств,,,79.11,,"<em>Цей клас включає:</em>  <ul>
 діяльність агентств, задіяних в організації подорожей, турів і наданні послуг із розміщення для короткотермінового проживання на основі їх оптового та роздрібного продажу широкому колу споживачів або комерційним клієнтам 
</ul>",,79_1
SSSU:CL_NACE_R2_UA(3.2.1),79_12,Tour operator activities,Діяльність туристичних операторів,,,79.12,,"<em>Цей клас включає:</em>  <ul>
 організацію та проведення турів, що їх реалізують через туристичні агентства або безпосередньо туристичними операторами. Організація турів може включати: 
  
 перевезення 
 забезпечення місця проживання 
 харчування 
 відвідування музеїв, місць історичних і культурних пам'яток, театральних, музичних або спортивних заходів


</ul>",,79_1
